sampleid,doi,doilink,TF_mat_complete,relerr_mean,relerr_L1,relerr_L2,relerr_L3,relerr_L4,relerr_Linf,relerr_Max,relerr_Min,Tc_Ts_TEP,Tc_Ts_ZT,Tc_Ts_TEPZT,Th_Ts_TEP,Th_Ts_ZT,Th_Ts_TEPZT,avgZ_raw_on_Ts_ZT,avgZ_TEP_on_Ts_TEP,peakZ_raw_on_Ts_ZT,peakZ_TEP_on_Ts_TEP,davgZ,dpeakZ,avgZT_raw_on_Ts_ZT,avgZT_TEP_on_Ts_TEP,peakZT_raw_on_Ts_ZT,peakZT_TEP_on_Ts_TEP,davgZT,dpeakZT
196,10.1063/1.3027060,https://doi.org/10.1063/1.3027060,True,0.02068491431944819,0.0239898624489884,0.039060505933432854,0.051824515877020645,0.06125943013542728,0.11434641350183797,0.11434641350183797,-0.017474163931441824,314.0,316.0,316.0,1172.0,1175.0,1172.0,0.0009735653313961455,0.000958858893297466,0.001225666901760454,0.0012056317625233105,1.4706438098679477e-05,2.0035139237143578e-05,0.7778227616269884,0.7683353509177714,1.32133,1.3127854454301664,0.009487410709216992,0.008544554569833496
197,10.1039/c2jm16369a,https://doi.org/10.1039/c2jm16369a,True,0.011354133908614028,0.014212171259673938,0.01537996504866406,0.016118995278857417,0.016687025853453923,0.024242143775411902,0.024242143775411902,-0.019077684600466813,301.0,300.0,301.0,661.0,662.0,661.0,0.0013819667415059273,0.0013662483157447784,0.0015177511413578591,0.0014892056670063394,1.5718425761148845e-05,2.8545474351519698e-05,0.6705025626323073,0.6618664850422423,0.960323886639676,0.9423262682168257,0.008636077590065017,0.017997618422850303
198,10.1103/PhysRevB.91.165104,https://doi.org/10.1103/PhysRevB.91.165104,False,,,,,,,,,,,,,,,,,,,,,,,,,,
199,10.1088/0953-8984/26/44/445002,https://doi.org/10.1088/0953-8984/26/44/445002,True,-0.29239281444376025,0.29239281444376025,0.29439061394027827,0.2957883867165043,0.29682593120033546,0.3199173521982123,-0.08882469369852113,-0.3199173521982123,320.0,312.0,320.0,634.0,650.0,634.0,7.04149079151651e-05,9.819571820911682e-05,0.00013050313178040692,0.00016102185298670329,-2.7780810293951723e-05,-3.0518721206296366e-05,0.037096611110854764,0.05083202552678975,0.0848270356572645,0.10208785479356988,-0.013735414415934982,-0.01726081913630538
200,10.1039/c4ee03042g,https://doi.org/10.1039/c4ee03042g,True,-0.014490617000963027,0.016255733777996512,0.019805562573864142,0.021996370743709658,0.023507818869230125,0.034915439631003194,0.011725262055397328,-0.034915439631003194,300.0,300.0,300.0,1100.0,1101.0,1100.0,0.000748637095457304,0.0007613670998391798,0.0010053848590433905,0.0010263225922270021,-1.2730004381875798e-05,-2.093773318361165e-05,0.571776846608838,0.5823109419359374,1.09423503325942,1.1037204802677245,-0.010534095327099369,-0.00948544700830456
201,10.1039/C4EE02813A,https://doi.org/10.1039/C4EE02813A,True,4.819307247383963e-06,0.015520277653786428,0.01817968229531492,0.0201578527321227,0.02170839749293254,0.03413543277781395,0.03413543277781395,-0.03137808780596037,299.0,298.0,299.0,516.0,511.0,511.0,0.0022199109657927113,0.0022204728496836045,0.002317557675391948,0.002311548799600449,-5.618838908932541e-07,6.008875791499273e-06,0.9009789718737783,0.9068761575747286,1.14608,1.1416921716218555,-0.005897185700950325,0.004387828378144443
202,10.1038/nature08088,https://doi.org/10.1038/nature08088,True,0.10675615496646419,0.11670292094568024,0.1929812773561237,0.24623057554581423,0.28477617708494213,0.5962055611123374,0.5962055611123374,-0.03967410712820603,323.0,324.0,324.0,703.0,705.0,703.0,0.0007509067717841212,0.0007377991433577634,0.002094669078970312,0.002128976992776776,1.3107628426357767e-05,-3.4307913806464006e-05,0.45845906530908614,0.4511213637834125,1.47674170067407,1.4966708259220736,0.0073377015256736455,-0.01992912524800361
203,10.1039/C4CP04875J,https://doi.org/10.1039/C4CP04875J,True,0.06408748372139655,0.06408748372139655,0.08113736783480373,0.09467595320038938,0.1052222429148717,0.18134444382752332,0.18134444382752332,0.008674326579356805,384.0,373.0,384.0,877.0,874.0,874.0,0.0006242238263604958,0.0006043762839876199,0.0008103286190168176,0.0007999663565433919,1.9847542372875915e-05,1.0362262473425786e-05,0.4143474127589642,0.4061389386178535,0.665115,0.6547967568282914,0.0082084741411107,0.010318243171708597
204,10.1088/0022-3727/40/2/035,https://doi.org/10.1088/0022-3727/40/2/035,True,-0.032473737652680815,0.03409540568840688,0.057388791476149933,0.07483787748744813,0.08753170713679327,0.17523761378236719,0.012102802211764812,-0.17523761378236719,327.0,327.0,327.0,725.0,726.0,725.0,4.837224966506444e-05,5.058541899095378e-05,7.705889000149746e-05,7.835730041875732e-05,-2.213169325889343e-06,-1.2984104172598563e-06,0.027142287822810793,0.02847140394304934,0.05209180964101229,0.052746969898182915,-0.0013291161202385465,-0.0006551602571706269
205,10.1088/0953-8984/14/34/318,https://doi.org/10.1088/0953-8984/14/34/318,True,0.23731868735845812,0.282092766526956,0.6646143060508531,1.0047261099814977,1.271966269579217,3.054909981337907,3.054909981337907,-1.0000000000004994,7.0,11.0,11.0,286.0,285.0,285.0,2.8713208498933373e-05,2.806478615794387e-05,4.534225963688208e-05,4.7867136463157534e-05,6.484223409895036e-07,-2.5248768262754506e-06,0.005413821468559485,0.005419932194751388,0.01275,0.013028013461124406,-6.110726191903629e-06,-0.0002780134611244066
206,10.1039/C4CP04875J,https://doi.org/10.1039/C4CP04875J,True,0.052007475085817496,0.052007475085817496,0.06382814485206591,0.0748159966657423,0.08410790310392251,0.1728294157325347,0.1728294157325347,0.00988291583890256,387.0,373.0,387.0,874.0,874.0,874.0,0.0004734015525379433,0.0004554440051207468,0.0005709105832095097,0.0005499540379889646,1.795754741719651e-05,2.095654522054507e-05,0.29343997659362553,0.28483129078671443,0.3842228225,0.3724320889728275,0.008608685806911098,0.011790733527172526
207,10.1063/1.2920210,https://doi.org/10.1063/1.2920210,True,0.018585246636889718,0.020538662473294524,0.02326880605494963,0.025286576893715336,0.02689712887554659,0.047553071418536104,0.047553071418536104,-0.014946873256742202,303.0,299.0,303.0,800.0,800.0,800.0,0.0015892403465733657,0.0015628281429081227,0.0017270130638371065,0.0017279709534418512,2.6412203665243054e-05,-9.578896047446848e-07,0.8921327438906993,0.8789879819130287,1.34962962962962,1.3339760951528568,0.01314476197767056,0.01565353447676321
208,10.1016/j.actamat.2009.03.018,https://doi.org/10.1016/j.actamat.2009.03.018,True,0.06322772113041213,0.06322772113041213,0.06469139720871893,0.06605619919093722,0.06731253361772409,0.08797647404772663,0.08797647404772663,0.030652122829048837,300.0,300.0,300.0,850.0,850.0,850.0,0.0013091307306532809,0.0012293471257836814,0.0015029440628066626,0.0013883602358664626,7.978360486959944e-05,0.00011458382694020004,0.7808747193737482,0.7309127133721,1.26045142296369,1.1586643684428861,0.04996200600164824,0.10178705452080394
209,10.1016/j.jallcom.2008.09.120,https://doi.org/10.1016/j.jallcom.2008.09.120,True,0.006570390551984319,0.016225775395026395,0.019677099996392902,0.022994231424715395,0.025899703755459184,0.04624589832166508,0.04624589832166508,-0.031258754058898365,371.0,368.0,371.0,743.0,743.0,743.0,0.0003273668098724451,0.0003266180321110351,0.0005227220240627589,0.0005222483516778803,7.487777614099771e-07,4.736723848786442e-07,0.19351338749887867,0.19327848920712365,0.388235,0.38803052529666504,0.0002348982917550202,0.00020447470333495588
210,10.1016/j.jallcom.2007.11.144,https://doi.org/10.1016/j.jallcom.2007.11.144,True,-0.19279971350062097,0.19279971350062097,0.20598127265863828,0.2147450160450514,0.22117172851125727,0.2800493549999422,-0.005817992391856984,-0.2800493549999422,297.0,294.0,297.0,871.0,869.0,869.0,0.0007745916277511572,0.0009645745706156618,0.0010928933763766178,0.0011397194104558663,-0.00018998294286450457,-4.682603407924857e-05,0.4766134592188037,0.5908422149990366,0.948925,0.9830928658816256,-0.11422875578023284,-0.03416786588162557
211,10.1016/j.jallcom.2009.02.070,https://doi.org/10.1016/j.jallcom.2009.02.070,True,-0.11440163023244686,0.11840703362447763,0.13943898129068968,0.15440213494711508,0.1660891739831429,0.25751162345513423,0.022761543719352784,-0.25751162345513423,305.0,300.0,305.0,653.0,653.0,653.0,0.000243868321115588,0.0002820666241115129,0.0003047430267535776,0.00035910004425922975,-3.8198302995924875e-05,-5.435701750565214e-05,0.11955739656772606,0.14077825604821376,0.17032971033290034,0.2086371257146125,-0.0212208594804877,-0.038307415381712145
212,10.1007/s10854-012-0668-y,https://doi.org/10.1007/s10854-012-0668-y,True,7.66293720273257e-06,0.0019406834872212678,0.0023508663673957714,0.002741690575706326,0.0030907772628334055,0.006168868259461552,0.006168868259461552,-0.004194433967642224,300.0,300.0,300.0,800.0,800.0,800.0,0.0009315314068062344,0.0009317829025562838,0.0011902041233066544,0.0011918793881445853,-2.5149575004935077e-07,-1.6752648379309096e-06,0.5424153993721055,0.5426991149860448,0.950977198697068,0.9535035105156683,-0.0002837156139393615,-0.002526311818600302
213,10.1063/1.1450036,https://doi.org/10.1063/1.1450036,True,0.04879624888526189,0.04879624888526189,0.060692665290243586,0.06874114816880414,0.07446270906324846,0.11382955212605778,0.11382955212605778,0.002342318387129224,299.0,299.0,299.0,800.0,801.0,800.0,0.0010942145789091986,0.0010426211621138467,0.0014666732326348152,0.0014506805814264408,5.159341679535187e-05,1.599265120837438e-05,0.6350539185408692,0.6052027651205596,1.17469,1.1605444651411527,0.02985115342030964,0.014145534858847286
214,10.1063/1.2538036,https://doi.org/10.1063/1.2538036,True,-0.005837163146188273,0.008187050592477997,0.009718739469236131,0.010683694433813331,0.011365290925228639,0.018875353079779125,0.015212501131195742,-0.018875353079779125,373.0,374.0,374.0,772.0,776.0,772.0,0.00012440367871009974,0.00012518024585137657,0.00016952032959475187,0.0001714126537754949,-7.765671412768337e-07,-1.8923241807430153e-06,0.07452504058794907,0.07474525569725662,0.11342762874563164,0.11501227994111328,-0.00022021510930755883,-0.0015846511954816372
215,10.1063/1.2963476,https://doi.org/10.1063/1.2963476,True,0.05348022907720836,0.05407559035431148,0.06751894260760943,0.07643533381225007,0.08274768194662906,0.12234519118686875,0.12234519118686875,-0.011141840921212077,307.0,305.0,307.0,774.0,776.0,774.0,0.000685056714182896,0.0006579356509989625,0.0008823635043673991,0.0008922428230306915,2.7121063183933414e-05,-9.879318663292332e-06,0.3939169392883305,0.38080235103718585,0.684375,0.6905959450257552,0.013114588251144643,-0.006220945025755209
216,10.1016/j.jallcom.2009.01.067,https://doi.org/10.1016/j.jallcom.2009.01.067,True,-0.0023004629004959184,0.006391173038982866,0.009253127674237423,0.01148553745426497,0.013121030263182239,0.025596140441741615,0.0137606122260599,-0.025596140441741615,300.0,300.0,300.0,775.0,768.0,768.0,0.00014871844038501794,0.00014682244979923994,0.00018867550901371466,0.00018771423832947558,1.8959905857780042e-06,9.612706842390814e-07,0.07538038062467184,0.07457679495653344,0.10078446230152652,0.10072695147878796,0.0008035856681384013,5.751082273855457e-05
217,10.1063/1.2067704,https://doi.org/10.1063/1.2067704,True,0.005147547130201211,0.01160395693538852,0.014961150515820877,0.01740379417784568,0.019190064098140242,0.031616087040052275,0.031616087040052275,-0.0227961693812552,300.0,300.0,300.0,849.0,850.0,849.0,0.0006140338699633393,0.0006088942238667955,0.0008521255157854329,0.0008291842724268133,5.139646096543812e-06,2.294124335861967e-05,0.37451340557337254,0.369837148568367,0.724306688417618,0.7039774472903645,0.004676257005005513,0.02032924112725354
218,10.1039/c4ta02780a,https://doi.org/10.1039/c4ta02780a,True,0.006485240813037047,0.007609230962391149,0.009164257674629552,0.01036016589747495,0.011310468225231343,0.018551442955870218,0.018551442955870218,-0.005365434139534367,310.0,310.0,310.0,820.0,821.0,820.0,0.0009152093481583112,0.0009087720272750829,0.0011867195891722391,0.0011764686754390254,6.4373208832282794e-06,1.0250913733213718e-05,0.5473849274896498,0.5431901585559061,0.973184357541899,0.9647043138600009,0.004194768933743709,0.008480043681898142
219,10.1063/1.2815671,https://doi.org/10.1063/1.2815671,True,0.001638314080925047,0.011278102206979782,0.014311868999313733,0.01669805604535521,0.01854618057865391,0.0336527748682823,0.0336527748682823,-0.023492783947515347,329.0,325.0,329.0,819.0,822.0,819.0,0.0010542682477857215,0.0010554456273190005,0.0011471838410467932,0.001148357640317183,-1.177379533278929e-06,-1.1737992703898196e-06,0.617955004213099,0.6195874732576251,0.918588,0.9225818610886367,-0.0016324690445260748,-0.003993861088636752
220,10.3365/met.mat.2008.10.615,https://doi.org/10.3365/met.mat.2008.10.615,True,-0.22103169188271687,0.24428686875169747,0.3015076336900777,0.3363848755307067,0.3597669130082557,0.5120744344285862,0.06368567958296208,-0.5120744344285862,300.0,300.0,300.0,700.0,700.0,700.0,0.0009471734592901488,0.0012500898662915014,0.0011270722499541381,0.0015695205543093374,-0.0003029164070013526,-0.00044244830435519926,0.49171891144770646,0.6126353582539625,0.781075268817204,0.7791246253385243,-0.12091644680625607,0.0019506434786796811
221,10.1016/j.actamat.2013.07.032,https://doi.org/10.1016/j.actamat.2013.07.032,True,-0.006133920229792704,0.024403096871971473,0.031227324762147724,0.03568359879168937,0.03887373684289551,0.06729234628701412,0.05637686616043421,-0.06729234628701412,422.0,423.0,423.0,823.0,823.0,823.0,0.0011405627284374988,0.0011471307661473306,0.0015821302312072783,0.0016513844847501134,-6.568037709831767e-06,-6.92542535428351e-05,0.7420819242939592,0.7461245921776128,1.30209318028359,1.3087737272397022,-0.0040426678836535945,-0.006680546956112199
222,10.1088/0022-3727/41/20/205403,https://doi.org/10.1088/0022-3727/41/20/205403,True,-0.0007680673323653719,0.004487492566724402,0.005452088983258269,0.006182934013325108,0.0067690116304836775,0.012737292979469609,0.009114013830448051,-0.012737292979469609,301.0,300.0,301.0,748.0,751.0,748.0,0.001248934937159784,0.0012515519119601249,0.0014476271865479558,0.0014475997963880121,-2.6169748003409144e-06,2.739015994373227e-08,0.6758159051972693,0.6765540309060615,0.9560823020112036,0.9680705039415156,-0.00073812570879217,-0.011988201930312026
223,10.1016/j.solidstatesciences.2008.01.016,https://doi.org/10.1016/j.solidstatesciences.2008.01.016,True,0.018949315004095225,0.027502174617845432,0.03310978352327964,0.036909359847966304,0.03956511453382886,0.05769742873378243,0.05769742873378243,-0.02712140635643125,301.0,298.0,301.0,850.0,849.0,849.0,0.0009211349391059669,0.0009099343957837461,0.0010634391504050417,0.0010776362613715553,1.120054332222082e-05,-1.419711096651362e-05,0.5497411383669801,0.5477773287897655,0.902427,0.9059132737594734,0.001963809577214648,-0.0034862737594734128
224,10.1063/1.3553842,https://doi.org/10.1063/1.3553842,True,-0.03727443717877853,0.037526425385132255,0.04130011863320201,0.043556101064101314,0.04516604677218481,0.06581660622217565,0.004639621957456507,-0.06581660622217565,300.0,300.0,300.0,800.0,800.0,800.0,0.0010032478070520648,0.0010400289748844764,0.0011723274734027425,0.0012092838897167085,-3.678116783241165e-05,-3.695641631396604e-05,0.5735282038433329,0.5920588164810292,0.8784726295210162,0.8782165530737592,-0.018530612637696287,0.0002560764472570032
225,10.1016/j.intermet.2009.06.005,https://doi.org/10.1016/j.intermet.2009.06.005,True,0.045883448740061644,0.054374686952716585,0.0825592652733527,0.10656721323401731,0.12433711404109123,0.23128399776144756,0.23128399776144756,-0.051070536114271835,294.0,293.0,294.0,774.0,798.0,774.0,0.00137987049930904,0.0013313581320517137,0.0015369988416714987,0.0015039844062656818,4.8512367257326234e-05,3.3014435405816916e-05,0.7627795776450403,0.7309497378839377,1.04963600264725,1.1033657744835113,0.03182983976110265,-0.053729771836261264
226,10.1016/j.intermet.2010.12.001,https://doi.org/10.1016/j.intermet.2010.12.001,True,-0.004292530928014488,0.009827680968835384,0.012084447473168525,0.013761000877746678,0.015120619452245309,0.02822691521143401,0.01511948616131658,-0.02822691521143401,384.0,464.0,464.0,773.0,806.0,773.0,0.001597855157789852,0.001584502488349761,0.001669102404626462,0.001667886704080079,1.335266944009093e-05,1.2157005463829963e-06,1.016001271144522,0.9231292864957593,1.21598667776852,1.2256892604146874,0.09287198464876278,-0.009702582646167413
227,10.1016/j.actamat.2013.09.039,https://doi.org/10.1016/j.actamat.2013.09.039,True,0.014729592868582289,0.014729592868582289,0.017908607666240688,0.021449710569799992,0.024955088716907475,0.05866768932365092,0.05866768932365092,0.00301116537521776,423.0,423.0,423.0,823.0,833.0,823.0,0.0019409513708550737,0.0019024504616375858,0.002340472837897078,0.0023023068746311093,3.850090921748788e-05,3.816596326596845e-05,1.2530706782141061,1.2163071343638043,1.90275590551181,1.798693787626842,0.03676354385030178,0.10406211788496789
228,10.1016/j.actamat.2015.03.008,https://doi.org/10.1016/j.actamat.2015.03.008,True,-0.0007303994009718254,0.00621148180138528,0.007039123224974916,0.0077925541872189965,0.008489224240544211,0.016758524031699067,0.014394054043632903,-0.016758524031699067,423.0,423.0,423.0,824.0,824.0,824.0,0.0012022188734345561,0.0012046249604208983,0.0018107782851219832,0.0018281062646698413,-2.4060869863421104e-06,-1.7327979547858115e-05,0.798639889298083,0.8005445444714862,1.45,1.4301461476492077,-0.0019046551734031025,0.01985385235079229
229,10.1126/science.272.5266.1325,https://doi.org/10.1126/science.272.5266.1325,True,0.045478204571321845,0.045478204571321845,0.04647156811932433,0.04745260401099928,0.04842477423585603,0.06676074338996332,0.06676074338996332,0.021081517837534466,324.0,323.0,324.0,702.0,740.0,702.0,0.0009538441013595959,0.0008924578616282072,0.0011968659121760247,0.0011492471529656737,6.138623973138868e-05,4.7618759210350976e-05,0.5321975924377369,0.47985589247041144,0.867114093959731,0.8067715013819029,0.05234169996732546,0.06034259257782815
230,10.1063/1.2920210,https://doi.org/10.1063/1.2920210,True,-0.0022615546976841156,0.009395026509674009,0.011999611389649898,0.014009362673974133,0.01554392458959912,0.02684863250319057,0.02684863250319057,-0.026132942582116868,302.0,300.0,302.0,800.0,800.0,800.0,0.0015860318352354018,0.0015910712083235864,0.0017258924082453493,0.0017454021974899847,-5.039373088184564e-06,-1.9509789244635378e-05,0.8915507221126134,0.8958064091190586,1.35147058823529,1.3617978796052232,-0.004255687006445186,-0.010327291369933267
231,10.1021/ja111199y,https://doi.org/10.1021/ja111199y,True,0.017259138407724115,0.017674145780693918,0.02163815389203764,0.024073638462305924,0.025865082649719262,0.043871464650363644,0.043871464650363644,-0.005840992817522767,302.0,297.0,302.0,848.0,855.0,848.0,0.0017604251318261933,0.0017319182874806901,0.0019344571010558994,0.0019306697100782608,2.850684434550321e-05,3.787390977638607e-06,1.040335889362696,1.0221477442128029,1.64539,1.6372079141463651,0.018188145149893087,0.00818208585363478
232,10.1063/1.1852072,https://doi.org/10.1063/1.1852072,True,0.0005982545546481591,0.004802856543372201,0.00573176910657239,0.006493625776187339,0.007136553121245808,0.01310337867840768,0.01310337867840768,-0.010532696014887998,300.0,298.0,300.0,679.0,681.0,679.0,0.0006145145238599742,0.0006146297419313429,0.0009305506633791229,0.0009282582503768277,-1.1521807136865604e-07,2.292413002295216e-06,0.3263577874864397,0.32603766133490353,0.632934131736526,0.6299812485689407,0.00032012615153614865,0.0029528831675853517
233,10.1021/cm200560s,https://doi.org/10.1021/cm200560s,True,0.0016711974329554945,0.002410357125102234,0.002891798157259414,0.003305156696203071,0.003655467938977717,0.006923590450965039,0.006923590450965039,-0.005152824803292271,299.0,300.0,300.0,800.0,800.0,800.0,0.0010868312976442475,0.001083983187536011,0.0014193010365475618,0.0014253929026878777,2.848110108236504e-06,-6.091866140315889e-06,0.6373105975185835,0.6353135282010056,1.109396914446,1.1074738872261403,0.0019970693175779264,0.0019230272198598186
234,10.1023/A:1012473428845,https://doi.org/10.1023/A:1012473428845,True,-0.010970656607911423,0.022770227402350136,0.03130145064238662,0.03812574506259844,0.043518740945754794,0.088969161264157,0.03025360736810344,-0.088969161264157,299.0,301.0,301.0,798.0,798.0,798.0,0.0007181422835660556,0.0007296342916048753,0.0010694859002011675,0.0011289863438419868,-1.149200803881971e-05,-5.950044364081927e-05,0.436986883744175,0.4461566235699064,0.7997291663790835,0.8444817851938061,-0.009169739825731382,-0.04475261881472259
235,10.1063/1.1888048,https://doi.org/10.1063/1.1888048,False,,,,,,,,,,,,,,,,,,,,,,,,,,
236,10.1007/s11664-014-3016-6,https://doi.org/10.1007/s11664-014-3016-6,True,-0.00017789117670810633,0.0023140112222527318,0.002989883805077924,0.0035639174070473873,0.0040407413326114415,0.008165798948133452,0.007938062956911813,-0.008165798948133452,300.0,300.0,300.0,800.0,800.0,800.0,0.0012202057171306886,0.0012209387773376044,0.0015071306050422166,0.0015084474141984626,-7.33060206915782e-07,-1.3168091562460339e-06,0.7039384591851189,0.7046526520866637,1.12101740294511,1.1217687245434802,-0.0007141929015448412,-0.0007513215983701027
237,10.1016/j.jallcom.2007.12.065,https://doi.org/10.1016/j.jallcom.2007.12.065,True,0.005938034215376729,0.006893681095630435,0.008899982773117673,0.010415796329424075,0.011578409830533045,0.02053049053008179,0.02053049053008179,-0.010599178508716809,295.0,295.0,295.0,728.0,728.0,728.0,0.0003820381578927026,0.0003800556648155315,0.00046934442397619,0.0004696286283554536,1.9824930771711433e-06,-2.8420437926359376e-07,0.20416846104788755,0.2032584849885149,0.32,0.31990052514428213,0.0009099760593726525,9.947485571787373e-05
238,10.1016/j.jallcom.2007.02.111,https://doi.org/10.1016/j.jallcom.2007.02.111,True,-0.35217585445465927,0.35217585445465927,0.35637964890784674,0.36032327907797246,0.36400468823689186,0.44417298686964507,-0.21670286117282697,-0.44417298686964507,300.0,300.0,300.0,800.0,800.0,800.0,0.0007353547971605361,0.001144508395358047,0.0008264538898266071,0.0013273398058437534,-0.00040915359819751083,-0.0005008859160171462,0.41323025270618796,0.6413386829275229,0.600859291084854,0.8972971437080182,-0.22810843022133498,-0.29643785262316413
239,10.1016/j.actamat.2011.10.059,https://doi.org/10.1016/j.actamat.2011.10.059,True,0.0180128250539336,0.0180128250539336,0.019252506622425558,0.02038879452866449,0.02141707905757431,0.03516561611908001,0.03516561611908001,0.0061516713496706414,298.0,297.0,298.0,703.0,704.0,703.0,0.0018996487563143214,0.001866981110469351,0.002083245336840537,0.002039277850957708,3.266764584497028e-05,4.396748588282899e-05,0.9619098355097018,0.9452468071555806,1.326543311532485,1.3149890049372952,0.016663028354121145,0.011554306595189745
240,10.1143/JJAP.47.7470,https://doi.org/10.1143/JJAP.47.7470,False,,,,,,,,,,,,,,,,,,,,,,,,,,
241,10.1021/ja8089334,https://doi.org/10.1021/ja8089334,True,0.0021302440916072425,0.003489385479906279,0.004265621720209115,0.004776042472098666,0.005147408583568201,0.009089091486497286,0.009089091486497286,-0.006369989505342385,300.0,300.0,300.0,850.0,850.0,850.0,0.0014695841668586904,0.0014661971833869576,0.0016141843971631113,0.0016095348612621796,3.3869834717328417e-06,4.64953590093172e-06,0.8668331687619619,0.8642252251656398,1.33905775075987,1.326996557645166,0.0026079435963221043,0.012061193114703883
242,10.1016/j.intermet.2012.08.005,https://doi.org/10.1016/j.intermet.2012.08.005,True,-0.00127125571215983,0.002834926771739727,0.0035567985460468097,0.004057924592843112,0.004420268486566449,0.008171832140248284,0.006410286794967176,-0.008171832140248284,300.0,300.0,300.0,800.0,800.0,800.0,0.0012382818197289927,0.001239758401329145,0.0014629859778597808,0.0014684363307319126,-1.4765816001521912e-06,-5.450352872131848e-06,0.7009206670936748,0.701496553147955,0.987614839111353,0.9813242691075122,-0.0005758860542801614,0.006290570003840701
243,10.1016/j.spmi.2016.09.034,https://doi.org/10.1016/j.spmi.2016.09.034,False,,,,,,,,,,,,,,,,,,,,,,,,,,
244,10.1063/1.4965865 ,https://doi.org/10.1063/1.4965865 ,True,0.018689732882775187,0.018690439192765005,0.023660561865038617,0.028149316554989312,0.031838544148187944,0.05978793700127185,0.05978793700127185,-0.00014090884296913834,424.0,421.0,424.0,822.0,822.0,822.0,0.0014645516055938849,0.0014475256168490207,0.001822254933361228,0.0017955002155664297,1.7025988744864134e-05,2.6754717794798353e-05,0.9303368594820102,0.9218118217607908,1.1951088645653785,1.1816237735384314,0.008525037721219375,0.01348509102694706
245,10.1038/ncomms13828,https://doi.org/10.1038/ncomms13828,True,-0.057504815896445585,0.11732547472002426,0.15583428819970646,0.1866931093377511,0.21019085724126138,0.3793807485387921,0.11794573612368858,-0.3793807485387921,316.0,300.0,316.0,896.0,900.0,896.0,0.0012101495056455894,0.0012638196608411767,0.0018426652712366998,0.001737160026211296,-5.3670155195587304e-05,0.00010550524502540392,0.7966417509966791,0.8085557350505221,1.65839874411303,1.5564953834853212,-0.01191398405384303,0.10190336062770866
246,10.1016/j.scriptamat.2016.05.016,https://doi.org/10.1016/j.scriptamat.2016.05.016,True,0.009963316364303348,0.009967333840862505,0.010749264606083647,0.011448143137621703,0.012094212795880554,0.020254841484796674,0.020254841484796674,-0.0009581681593595301,298.0,298.0,298.0,774.0,774.0,774.0,0.0019995091691934076,0.001980022195037586,0.00224485151702017,0.002221820721416724,1.948697415582153e-05,2.3030795603446244e-05,1.0838245756740206,1.0738687135813563,1.4642706329519672,1.4530912856441491,0.009955862092664303,0.01117934730781811
247,10.1016/j.jallcom.2016.08.033,https://doi.org/10.1016/j.jallcom.2016.08.033,True,0.11196416517780032,0.11196416517780032,0.1132449688707432,0.11451022768106615,0.11574373195701924,0.14051980182505874,0.14051980182505874,0.08484224037878897,298.0,298.0,298.0,499.0,499.0,499.0,0.002977099996378857,0.0026854856405858336,0.004075655887736409,0.003608752796833467,0.00029161435579302345,0.0004669030909029417,1.1419660202099233,1.0291200914613499,1.286068508522721,1.1854889684915577,0.11284592874857347,0.10057954003116332
248,10.3938/jkps.69.1314,https://doi.org/10.3938/jkps.69.1314,True,-0.006835575856927201,0.006835575856927201,0.007344154062734049,0.007976266942376187,0.008690753671774389,0.018401606614953395,-0.0035844106975723455,-0.018401606614953395,298.0,297.0,298.0,573.0,573.0,573.0,0.0018038353383768141,0.0018140537849375363,0.002492467441671093,0.0025063067231436984,-1.02184465607222e-05,-1.3839281472605505e-05,0.7403823432089112,0.745506181190157,0.8725877330001033,0.8765088126795683,-0.005123837981245827,-0.003921079679464978
249,10.1063/1.4941757,https://doi.org/10.1063/1.4941757,True,0.004592140768031791,0.004592140768031791,0.004736425414878895,0.00486195466913459,0.004971325488380238,0.00661082511216467,0.00661082511216467,0.0016668337860651476,302.0,302.0,302.0,488.0,489.0,488.0,0.0033024650440814565,0.003287747125234425,0.0033875146867450995,0.003373923935708021,1.4717918847031476e-05,1.3590751037078404e-05,1.3098105601568693,1.3022739686148253,1.57856579984239,1.5697436647249996,0.007536591542044002,0.008822135117390495
250,10.1039/c6ra24107g,https://doi.org/10.1039/c6ra24107g,True,0.004185742408889553,0.004191971916082773,0.005163073106052995,0.005971538442819242,0.0066109224257578725,0.011296088168528921,0.011296088168528921,-0.0006073769513388933,303.0,303.0,303.0,497.0,497.0,497.0,0.00296694750007876,0.0029545938117917915,0.003046952522313801,0.0030419945274652274,1.2353688286968322e-05,4.957994848573625e-06,1.1849583227043303,1.18046535058621,1.37413554633471,1.3749706718295462,0.004492972118120386,-0.0008351254948362197
251,10.1039/c2jm31919e,https://doi.org/10.1039/c2jm31919e,True,-0.0002257595463763477,0.012469259950066229,0.015640886744624494,0.018030959517462607,0.019927852180828418,0.038458461066618994,0.03445363516953746,-0.038458461066618994,301.0,297.0,301.0,800.0,799.0,799.0,0.0014405915173587704,0.0014466100852315632,0.0016764799549621558,0.0016823949353027901,-6.018567872792839e-06,-5.914980340634285e-06,0.8191607135601405,0.8264211412229654,1.27205,1.2947475489346276,-0.007260427662824864,-0.02269754893462772
